Localidade;Rede;Taxa de Aprovação - 2015;Taxa de Aprovação - 2017;Taxa de Aprovação - 2019;SAEB - 2015;SAEB - 2017;SAEB - 2019;IDEB 2015;IDEB 2017;IDEB 2019;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Tabatinga;Estadual;1,00;1,00;1,00;;6,00;6,34;;6,0;6,3;6,3;6,5;6,8;7,0;1º ao 5º ano;3552700
Tabatinga;Municipal;0,97;0,99;0,98;6,08;6,79;6,63;5,9;6,7;6,5;6,1;6,3;6,6;6,8;1º ao 5º ano;3552700
Tabatinga;Pública;0,98;0,99;0,99;6,08;6,66;6,60;5,9;6,6;6,5;6,1;6,4;6,6;6,8;1º ao 5º ano;3552700
Taboão da Serra;Estadual;0,98;1,00;0,97;6,58;6,64;6,50;6,4;6,6;6,3;5,8;6,0;6,3;6,5;1º ao 5º ano;3552809
Taboão da Serra;Municipal;0,99;1,00;1,00;6,48;6,82;6,71;6,4;6,8;6,7;5,8;6,0;6,3;6,5;1º ao 5º ano;3552809
Taboão da Serra;Pública;0,99;1,00;1,00;6,49;6,82;6,70;6,4;6,8;6,7;5,8;6,0;6,3;6,5;1º ao 5º ano;3552809
Taciba;Municipal;0,94;0,96;0,97;6,67;7,13;6,77;6,2;6,9;6,6;5,4;5,7;5,9;6,2;1º ao 5º ano;3552908
Taciba;Pública;0,94;0,96;0,97;6,67;7,13;6,77;6,2;6,9;6,6;5,4;5,7;5,9;6,2;1º ao 5º ano;3552908
Taguaí;Municipal;0,99;1,00;0,99;7,16;7,73;7,81;7,1;7,7;7,7;6,8;7,0;7,2;7,4;1º ao 5º ano;3553005
Taguaí;Pública;0,99;1,00;0,99;7,16;7,73;7,81;7,1;7,7;7,7;6,8;7,0;7,2;7,4;1º ao 5º ano;3553005
Taiaçu;Municipal;0,93;0,95;0,97;5,79;6,30;6,90;5,4;6,0;6,7;5,9;6,1;6,4;6,6;1º ao 5º ano;3553104
Taiaçu;Pública;0,93;0,95;0,97;5,79;6,30;6,90;5,4;6,0;6,7;5,9;6,1;6,4;6,6;1º ao 5º ano;3553104
Taiúva;Municipal;;1,00;0,98;;6,20;6,52;;6,2;6,4;6,3;6,6;6,8;7,0;1º ao 5º ano;3553203
Taiúva;Pública;1,00;1,00;0,98;;6,20;6,52;;6,2;6,4;6,3;6,6;6,8;7,0;1º ao 5º ano;3553203
Tambaú;Estadual;;;;;;;;;;5,5;5,8;6,1;6,3;1º ao 5º ano;3553302
Tambaú;Municipal;0,98;0,98;0,98;5,99;5,83;5,81;5,9;5,7;5,7;5,2;5,5;5,7;6,0;1º ao 5º ano;3553302
Tambaú;Pública;0,98;0,98;0,98;5,99;5,83;5,81;5,9;5,7;5,7;5,4;5,7;5,9;6,2;1º ao 5º ano;3553302
Tanabi;Municipal;1,00;1,00;1,00;7,23;7,70;7,59;7,2;7,7;7,6;6,4;6,6;6,8;7,0;1º ao 5º ano;3553401
Tanabi;Pública;1,00;1,00;1,00;7,23;7,70;7,59;7,2;7,7;7,6;6,4;6,6;6,8;7,0;1º ao 5º ano;3553401
Tapiraí;Municipal;0,98;1,00;0,99;6,49;7,04;6,60;6,3;7,0;6,5;5,8;6,1;6,3;6,6;1º ao 5º ano;3553500
Tapiraí;Pública;0,98;1,00;0,99;6,49;7,04;6,60;6,3;7,0;6,5;5,8;6,1;6,3;6,6;1º ao 5º ano;3553500
Tapiratiba;Municipal;0,98;0,94;0,98;6,66;6,48;;6,5;6,1;;6,7;6,9;7,1;7,3;1º ao 5º ano;3553609
Tapiratiba;Pública;0,98;0,94;0,98;6,66;6,48;;6,5;6,1;;6,7;6,9;7,1;7,3;1º ao 5º ano;3553609
Taquaral;Estadual;;;;;;;;;;5,3;5,6;5,9;6,1;1º ao 5º ano;3553658
Taquaral;Municipal;;0,98;0,98;;6,14;6,55;;6,0;6,4;6,6;6,8;7,0;7,2;1º ao 5º ano;3553658
Taquaral;Pública;0,97;0,98;0,98;;6,14;6,55;;6,0;6,4;5,3;5,6;5,9;6,1;1º ao 5º ano;3553658
Taquaritinga;Estadual;;1,00;;;;;;;;;;;;1º ao 5º ano;3553708
Taquaritinga;Municipal;0,98;0,99;1,00;6,01;6,31;6,33;5,9;6,2;6,3;6,3;6,5;6,7;6,9;1º ao 5º ano;3553708
Taquaritinga;Pública;0,98;0,99;1,00;6,01;6,31;6,33;5,9;6,2;6,3;6,3;6,5;6,7;6,9;1º ao 5º ano;3553708
Taquarituba;Estadual;;;;;;;;;;4,8;5,0;5,3;5,6;1º ao 5º ano;3553807
Taquarituba;Municipal;0,98;0,96;0,98;7,13;7,22;7,15;7,0;7,0;7,0;5,9;6,2;6,4;6,7;1º ao 5º ano;3553807
Taquarituba;Pública;0,98;0,96;0,98;7,13;7,22;7,15;7,0;7,0;7,0;5,9;6,1;6,4;6,6;1º ao 5º ano;3553807
Taquarivaí;Municipal;0,96;0,96;0,97;6,47;6,97;6,88;6,2;6,7;6,7;7,8;8,0;8,1;8,2;1º ao 5º ano;3553856
Taquarivaí;Pública;0,96;0,96;0,97;6,47;6,97;6,88;6,2;6,7;6,7;7,8;8,0;8,1;8,2;1º ao 5º ano;3553856
Tarabai;Municipal;0,97;1,00;1,00;5,77;6,56;6,58;5,6;6,6;6,6;5,8;6,0;6,3;6,5;1º ao 5º ano;3553906
Tarabai;Pública;0,97;1,00;1,00;5,77;6,56;6,58;5,6;6,6;6,6;5,8;6,0;6,3;6,5;1º ao 5º ano;3553906
Tarumã;Municipal;0,96;0,99;1,00;6,38;6,87;7,19;6,1;6,8;7,2;5,6;5,9;6,1;6,4;1º ao 5º ano;3553955
Tarumã;Pública;0,96;0,99;1,00;6,38;6,87;7,19;6,1;6,8;7,2;5,6;5,9;6,1;6,4;1º ao 5º ano;3553955
Tatuí;Estadual;;;;;;;;;;5,8;6,0;6,3;6,5;1º ao 5º ano;3554003
Tatuí;Municipal;0,97;0,98;0,99;6,49;6,56;6,46;6,3;6,4;6,4;5,9;6,1;6,4;6,6;1º ao 5º ano;3554003
Tatuí;Pública;0,97;0,98;0,99;6,49;6,56;6,46;6,3;6,4;6,4;5,8;6,1;6,3;6,6;1º ao 5º ano;3554003
Taubaté;Estadual;0,92;;;;;;;;;5,5;5,8;6,0;6,3;1º ao 5º ano;3554102
Taubaté;Municipal;0,95;0,97;0,99;6,18;6,53;6,62;5,8;6,4;6,6;6,1;6,4;6,6;6,8;1º ao 5º ano;3554102
Taubaté;Pública;0,94;0,97;0,99;6,18;6,53;6,62;5,8;6,4;6,6;5,6;5,9;6,2;6,4;1º ao 5º ano;3554102
Tejupá;Municipal;0,89;0,95;0,97;5,87;6,56;5,89;5,2;6,3;5,7;5,3;5,6;5,8;6,1;1º ao 5º ano;3554201
Tejupá;Pública;0,89;0,95;0,97;5,87;6,56;5,89;5,2;6,3;5,7;5,3;5,6;5,8;6,1;1º ao 5º ano;3554201
Teodoro Sampaio;Estadual;0,99;0,98;1,00;5,79;6,13;6,00;5,7;6,0;6,0;6,1;6,4;6,6;6,8;1º ao 5º ano;3554300
Teodoro Sampaio;Municipal;1,00;1,00;1,00;6,72;6,60;6,89;6,7;6,6;6,9;5,7;5,9;6,2;6,4;1º ao 5º ano;3554300
Teodoro Sampaio;Pública;1,00;0,99;1,00;6,62;6,57;6,82;6,6;6,5;6,8;6,0;6,3;6,5;6,8;1º ao 5º ano;3554300
Terra Roxa;Municipal;1,00;1,00;1,00;6,38;6,68;6,64;6,4;6,7;6,6;6,1;6,3;6,6;6,8;1º ao 5º ano;3554409
Terra Roxa;Pública;1,00;1,00;1,00;6,38;6,68;6,64;6,4;6,7;6,6;6,1;6,3;6,6;6,8;1º ao 5º ano;3554409
Tietê;Estadual;;;;;;;;;;6,0;6,2;6,5;6,7;1º ao 5º ano;3554508
Tietê;Municipal;0,97;0,93;0,99;6,21;6,27;7,28;6,0;5,8;7,2;6,3;6,5;6,8;7,0;1º ao 5º ano;3554508
Tietê;Pública;0,97;0,93;0,99;6,21;6,27;7,28;6,0;5,8;7,2;6,0;6,2;6,5;6,7;1º ao 5º ano;3554508
Timburi;Municipal;0,95;0,98;1,00;5,68;6,16;6,53;5,4;6,1;6,5;5,8;6,0;6,3;6,5;1º ao 5º ano;3554607
Timburi;Pública;0,95;0,98;1,00;5,68;6,16;6,53;5,4;6,1;6,5;5,8;6,0;6,3;6,5;1º ao 5º ano;3554607
Torre de Pedra;Municipal;0,94;0,99;0,91;6,00;6,85;6,33;5,6;6,8;5,8;5,5;5,8;6,1;6,3;1º ao 5º ano;3554656
Torre de Pedra;Pública;0,94;0,99;0,91;6,00;6,85;6,33;5,6;6,8;5,8;5,5;5,8;6,1;6,3;1º ao 5º ano;3554656
Torrinha;Estadual;0,99;0,99;1,00;6,92;6,26;6,84;6,8;6,2;6,8;7,6;7,8;7,9;8,0;1º ao 5º ano;3554706
Torrinha;Pública;0,99;0,99;1,00;6,92;6,26;6,84;6,8;6,2;6,8;7,6;7,8;7,9;8,0;1º ao 5º ano;3554706
Trabiju;Municipal;1,00;1,00;0,95;6,82;6,62;6,78;6,8;6,6;6,4;4,9;5,2;5,5;5,8;1º ao 5º ano;3554755
Trabiju;Pública;1,00;1,00;0,95;6,82;6,62;6,78;6,8;6,6;6,4;4,9;5,2;5,5;5,8;1º ao 5º ano;3554755
Tremembé;Municipal;0,96;0,96;0,97;6,48;6,57;6,64;6,2;6,3;6,4;5,0;5,3;5,6;5,8;1º ao 5º ano;3554805
Tremembé;Pública;0,96;0,96;0,97;6,48;6,57;6,64;6,2;6,3;6,4;5,0;5,3;5,6;5,8;1º ao 5º ano;3554805
Três Fronteiras;Estadual;;;;;;;;;;5,8;6,1;6,3;6,6;1º ao 5º ano;3554904
Três Fronteiras;Municipal;0,99;0,97;0,99;6,51;7,29;6,12;6,4;7,1;6,1;6,1;6,3;6,6;6,8;1º ao 5º ano;3554904
Três Fronteiras;Pública;0,99;0,97;0,99;6,51;7,29;6,12;6,4;7,1;6,1;5,8;6,1;6,3;6,6;1º ao 5º ano;3554904
Tuiuti;Municipal;0,99;1,00;1,00;6,15;6,56;6,80;6,1;6,6;6,8;5,2;5,5;5,7;6,0;1º ao 5º ano;3554953
Tuiuti;Pública;0,99;1,00;1,00;6,15;6,56;6,80;6,1;6,6;6,8;5,2;5,5;5,7;6,0;1º ao 5º ano;3554953
Tupã;Estadual;0,98;0,97;0,97;6,73;6,86;7,16;6,6;6,7;6,9;6,4;6,6;6,8;7,0;1º ao 5º ano;3555000
Tupã;Municipal;0,99;0,99;0,99;6,16;6,87;6,72;6,1;6,8;6,6;6,2;6,4;6,7;6,9;1º ao 5º ano;3555000
Tupã;Pública;0,99;0,98;0,98;6,41;6,87;6,92;6,3;6,7;6,8;6,3;6,5;6,8;7,0;1º ao 5º ano;3555000
Tupi Paulista;Municipal;0,99;0,99;1,00;7,96;7,71;7,93;7,9;7,7;7,9;6,5;6,7;7,0;7,2;1º ao 5º ano;3555109
Tupi Paulista;Pública;0,99;0,99;1,00;7,96;7,71;7,93;7,9;7,7;7,9;6,5;6,7;7,0;7,2;1º ao 5º ano;3555109
Turiúba;Municipal;1,00;1,00;1,00;6,91;7,04;6,61;6,9;7,0;6,6;5,7;6,0;6,2;6,5;1º ao 5º ano;3555208
Turiúba;Pública;1,00;1,00;1,00;6,91;7,04;6,61;6,9;7,0;6,6;5,7;6,0;6,2;6,5;1º ao 5º ano;3555208
Turmalina;Municipal;0,99;1,00;1,00;6,57;6,45;7,05;6,5;6,4;7,1;6,7;6,9;7,1;7,3;1º ao 5º ano;3555307
Turmalina;Pública;0,99;1,00;1,00;6,57;6,45;7,05;6,5;6,4;7,1;6,7;6,9;7,1;7,3;1º ao 5º ano;3555307
Ubarana;Municipal;0,98;0,97;0,96;5,94;6,49;6,15;5,8;6,3;5,9;5,8;6,1;6,3;6,6;1º ao 5º ano;3555356
Ubarana;Pública;0,98;0,97;0,96;5,94;6,49;6,15;5,8;6,3;5,9;5,8;6,1;6,3;6,6;1º ao 5º ano;3555356
Ubatuba;Estadual;;0,96;;;;;;;;;;;;1º ao 5º ano;3555406
Ubatuba;Municipal;0,96;0,97;0,98;5,81;5,98;6,31;5,6;5,8;6,2;5,5;5,7;6,0;6,3;1º ao 5º ano;3555406
Ubatuba;Pública;0,96;0,98;0,98;5,81;5,98;6,31;5,6;5,8;6,2;5,5;5,7;6,0;6,3;1º ao 5º ano;3555406
Ubirajara;Municipal;0,98;0,96;1,00;6,49;5,70;6,86;6,4;5,5;6,8;6,0;6,2;6,5;6,7;1º ao 5º ano;3555505
Ubirajara;Pública;0,98;0,96;1,00;6,49;5,70;6,86;6,4;5,5;6,8;6,0;6,2;6,5;6,7;1º ao 5º ano;3555505
Uchoa;Municipal;0,89;0,93;0,97;6,89;7,12;6,67;6,1;6,7;6,5;5,9;6,2;6,4;6,7;1º ao 5º ano;3555604
Uchoa;Pública;0,89;0,93;0,97;6,89;7,12;6,67;6,1;6,7;6,5;5,9;6,2;6,4;6,7;1º ao 5º ano;3555604
União Paulista;Estadual;0,98;0,97;0,98;;6,20;;;6,0;;5,4;5,7;5,9;6,2;1º ao 5º ano;3555703
União Paulista;Pública;0,98;0,98;0,98;;6,20;;;6,1;;5,4;5,7;5,9;6,2;1º ao 5º ano;3555703
Urânia;Estadual;0,99;0,98;0,99;7,09;7,12;7,59;7,0;7,0;7,5;6,3;6,6;6,8;7,0;1º ao 5º ano;3555802
Urânia;Pública;0,99;0,99;0,99;7,09;7,12;7,59;7,0;7,0;7,5;6,3;6,6;6,8;7,0;1º ao 5º ano;3555802
Uru;Estadual;0,96;0,97;;;6,92;;;6,7;;5,7;5,9;6,2;6,4;1º ao 5º ano;3555901
Uru;Municipal;;;1,00;;;6,57;;;6,6;;;;6,8;1º ao 5º ano;3555901
Uru;Pública;0,96;0,98;1,00;;6,92;6,57;;6,8;6,6;5,7;5,9;6,2;6,4;1º ao 5º ano;3555901
Urupês;Municipal;0,99;1,00;1,00;6,66;6,85;6,87;6,6;6,8;6,9;6,4;6,7;6,9;7,1;1º ao 5º ano;3556008
Urupês;Pública;0,99;1,00;1,00;6,66;6,85;6,87;6,6;6,8;6,9;6,4;6,7;6,9;7,1;1º ao 5º ano;3556008
Valentim Gentil;Municipal;0,99;0,98;0,99;6,89;6,97;7,08;6,8;6,8;7,0;6,9;7,1;7,3;7,5;1º ao 5º ano;3556107
Valentim Gentil;Pública;0,99;0,98;0,99;6,89;6,97;7,08;6,8;6,8;7,0;6,9;7,1;7,3;7,5;1º ao 5º ano;3556107
Valinhos;Municipal;0,91;0,91;0,92;6,79;7,11;7,00;6,2;6,5;6,5;5,6;5,9;6,2;6,4;1º ao 5º ano;3556206
Valinhos;Pública;0,91;0,91;0,92;6,79;7,11;7,00;6,2;6,5;6,5;5,6;5,9;6,2;6,4;1º ao 5º ano;3556206
Valparaíso;Municipal;1,00;1,00;1,00;7,60;7,22;7,06;7,6;7,2;7,0;6,3;6,6;6,8;7,0;1º ao 5º ano;3556305
Valparaíso;Pública;1,00;1,00;1,00;7,60;7,22;7,06;7,6;7,2;7,0;6,3;6,6;6,8;7,0;1º ao 5º ano;3556305
Vargem;Municipal;0,97;0,96;0,98;5,96;5,87;5,78;5,8;5,6;5,7;4,9;5,2;5,5;5,8;1º ao 5º ano;3556354
Vargem;Pública;0,97;0,96;0,98;5,96;5,87;5,78;5,8;5,6;5,7;4,9;5,2;5,5;5,8;1º ao 5º ano;3556354
Vargem Grande do Sul;Estadual;;;;;;;;;;6,4;6,6;6,8;7,0;1º ao 5º ano;3556404
Vargem Grande do Sul;Municipal;0,98;0,99;0,99;6,75;7,13;6,86;6,6;7,1;6,8;6,1;6,4;6,6;6,8;1º ao 5º ano;3556404
Vargem Grande do Sul;Pública;0,98;0,99;0,99;6,75;7,13;6,86;6,6;7,1;6,8;6,3;6,5;6,7;7,0;1º ao 5º ano;3556404
Vargem Grande Paulista;Estadual;;;;;;;;;;6,1;6,3;6,6;6,8;1º ao 5º ano;3556453
Vargem Grande Paulista;Municipal;0,96;0,96;0,98;6,29;6,46;6,72;6,0;6,2;6,6;6,0;6,2;6,5;6,7;1º ao 5º ano;3556453
Vargem Grande Paulista;Pública;0,96;0,96;0,98;6,29;6,46;6,72;6,0;6,2;6,6;6,0;6,2;6,5;6,7;1º ao 5º ano;3556453
Várzea Paulista;Estadual;;;;;;;;;;5,8;6,0;6,3;6,5;1º ao 5º ano;3556503
Várzea Paulista;Municipal;0,99;0,99;1,00;6,50;6,61;6,83;6,4;6,5;6,8;5,9;6,2;6,4;6,6;1º ao 5º ano;3556503
Várzea Paulista;Pública;0,99;0,99;1,00;6,50;6,61;6,83;6,4;6,5;6,8;5,9;6,1;6,4;6,6;1º ao 5º ano;3556503
Vera Cruz;Municipal;0,96;0,98;0,98;6,57;6,31;6,20;6,3;6,2;6,1;5,7;6,0;6,2;6,5;1º ao 5º ano;3556602
Vera Cruz;Pública;0,96;0,98;0,98;6,57;6,31;6,20;6,3;6,2;6,1;5,7;6,0;6,2;6,5;1º ao 5º ano;3556602
Vinhedo;Municipal;0,94;0,95;0,95;7,00;7,53;7,30;6,6;7,2;6,9;6,2;6,5;6,7;6,9;1º ao 5º ano;3556701
Vinhedo;Pública;0,94;0,95;0,95;7,00;7,53;7,30;6,6;7,2;6,9;6,2;6,5;6,7;6,9;1º ao 5º ano;3556701
Viradouro;Municipal;0,96;0,98;0,99;5,68;5,91;5,66;5,5;5,8;5,6;6,4;6,6;6,9;7,1;1º ao 5º ano;3556800
Viradouro;Pública;0,96;0,98;0,99;5,68;5,91;5,66;5,5;5,8;5,6;6,4;6,6;6,9;7,1;1º ao 5º ano;3556800
Vista Alegre do Alto;Municipal;0,98;0,98;0,98;6,75;6,74;6,69;6,6;6,6;6,6;6,1;6,4;6,6;6,8;1º ao 5º ano;3556909
Vista Alegre do Alto;Pública;0,98;0,98;0,98;6,75;6,74;6,69;6,6;6,6;6,6;6,1;6,4;6,6;6,8;1º ao 5º ano;3556909
Vitória Brasil;Estadual;;;;;;;;;;5,6;5,9;6,1;6,4;1º ao 5º ano;3556958
Vitória Brasil;Municipal;;1,00;1,00;;6,82;6,35;;6,8;6,4;;;7,0;7,2;1º ao 5º ano;3556958
Vitória Brasil;Pública;1,00;1,00;1,00;;6,82;6,35;;6,8;6,4;5,6;5,9;6,1;6,4;1º ao 5º ano;3556958
Votorantim;Municipal;0,99;0,99;1,00;6,50;6,64;6,77;6,4;6,6;6,7;6,4;6,6;6,8;7,0;1º ao 5º ano;3557006
Votorantim;Pública;0,99;0,99;1,00;6,50;6,64;6,77;6,4;6,6;6,7;6,4;6,6;6,8;7,0;1º ao 5º ano;3557006
Votuporanga;Estadual;;;;;;;;;;5,4;5,7;5,9;6,2;1º ao 5º ano;3557105
Votuporanga;Municipal;0,99;0,99;0,99;6,65;6,92;6,96;6,6;6,8;6,9;7,1;7,3;7,4;7,6;1º ao 5º ano;3557105
Votuporanga;Pública;0,99;0,99;0,99;6,65;6,92;6,96;6,6;6,8;6,9;7,1;7,3;7,4;7,6;1º ao 5º ano;3557105
Zacarias;Municipal;0,97;0,99;0,90;6,66;6,52;6,55;6,4;6,4;5,9;6,2;6,5;6,7;6,9;1º ao 5º ano;3557154
Zacarias;Pública;0,97;0,99;0,90;6,66;6,52;6,55;6,4;6,4;5,9;6,2;6,5;6,7;6,9;1º ao 5º ano;3557154
Chavantes;Municipal;0,96;0,97;0,97;5,90;6,65;7,00;5,7;6,5;6,8;6,2;6,5;6,7;6,9;1º ao 5º ano;3557204
Chavantes;Pública;0,96;0,97;0,97;5,90;6,65;7,00;5,7;6,5;6,8;6,2;6,5;6,7;6,9;1º ao 5º ano;3557204
Estiva Gerbi;Municipal;0,96;0,97;0,93;6,38;6,74;5,95;6,1;6,6;5,6;6,2;6,5;6,7;6,9;1º ao 5º ano;3557303
Estiva Gerbi;Pública;0,96;0,97;0,93;6,38;6,74;5,95;6,1;6,6;5,6;6,2;6,5;6,7;6,9;1º ao 5º ano;3557303
Adamantina;Estadual;0,96;0,94;0,97;5,18;5,14;5,36;5,0;4,9;5,2;5,8;6,0;6,2;6,4;6º ao 9º ano;3500105
Adamantina;Pública;0,96;0,94;0,97;5,18;5,14;5,36;5,0;4,9;5,2;5,8;6,0;6,2;6,4;6º ao 9º ano;3500105
Adolfo;Municipal;0,90;0,94;0,93;4,88;5,51;5,27;4,4;5,2;4,9;4,9;5,2;5,4;5,7;6º ao 9º ano;3500204
Adolfo;Pública;0,90;0,94;0,93;4,88;5,51;5,27;4,4;5,2;4,9;4,9;5,2;5,4;5,7;6º ao 9º ano;3500204
Aguaí;Estadual;0,91;0,91;0,98;5,19;4,94;5,12;4,7;4,5;5,0;5,4;5,6;5,9;6,1;6º ao 9º ano;3500303
Aguaí;Municipal;0,77;0,85;0,93;5,48;5,78;6,37;4,2;4,9;5,9;4,5;4,8;5,1;5,3;6º ao 9º ano;3500303
Aguaí;Pública;0,88;0,89;0,96;5,26;5,13;5,44;4,6;4,6;5,2;5,3;5,5;5,8;6,0;6º ao 9º ano;3500303
Águas da Prata;Estadual;1,00;1,00;0,99;5,58;5,58;5,93;5,6;5,6;5,9;6,4;6,6;6,8;6,9;6º ao 9º ano;3500402
Águas da Prata;Pública;1,00;1,00;0,99;5,58;5,58;5,93;5,6;5,6;5,9;6,4;6,6;6,7;6,9;6º ao 9º ano;3500402
Águas de Lindóia;Estadual;0,91;0,92;0,93;5,96;5,75;6,05;5,4;5,3;5,6;5,5;5,8;6,0;6,2;6º ao 9º ano;3500501
Águas de Lindóia;Municipal;0,90;0,89;0,87;5,19;5,75;5,84;4,7;5,1;5,1;5,2;5,5;5,7;6,0;6º ao 9º ano;3500501
Águas de Lindóia;Pública;0,90;0,89;0,88;5,42;5,75;5,89;4,9;5,1;5,2;5,5;5,7;5,9;6,2;6º ao 9º ano;3500501
Águas de Santa Bárbara;Estadual;0,99;0,97;1,00;5,45;6,10;5,86;5,4;5,9;5,8;5,6;5,9;6,1;6,3;6º ao 9º ano;3500550
Águas de Santa Bárbara;Pública;0,99;0,97;1,00;5,45;6,10;5,86;5,4;5,9;5,8;5,6;5,9;6,1;6,3;6º ao 9º ano;3500550
Águas de São Pedro;Municipal;0,94;0,98;0,98;5,89;6,77;6,46;5,6;6,6;6,3;5,5;5,7;6,0;6,2;6º ao 9º ano;3500600
Águas de São Pedro;Pública;0,94;0,98;0,98;5,89;6,77;6,46;5,6;6,6;6,3;5,5;5,7;6,0;6,2;6º ao 9º ano;3500600
Agudos;Estadual;0,94;0,93;0,95;5,01;4,81;5,32;4,7;4,5;5,1;5,5;5,7;5,9;6,2;6º ao 9º ano;3500709
Agudos;Pública;0,94;0,93;0,95;5,01;4,81;5,32;4,7;4,5;5,1;5,5;5,7;5,9;6,2;6º ao 9º ano;3500709
Alambari;Estadual;0,95;0,96;0,98;5,03;5,09;5,28;4,8;4,9;5,2;4,5;4,8;5,0;5,3;6º ao 9º ano;3500758
Alambari;Pública;0,95;0,96;0,98;5,03;5,09;5,28;4,8;4,9;5,2;4,5;4,8;5,0;5,3;6º ao 9º ano;3500758
Alfredo Marcondes;Estadual;0,92;0,90;0,94;5,24;5,26;5,30;4,8;4,7;5,0;5,6;5,9;6,1;6,3;6º ao 9º ano;3500808
Alfredo Marcondes;Pública;0,92;0,90;0,94;5,24;5,26;5,30;4,8;4,7;5,0;5,6;5,9;6,1;6,3;6º ao 9º ano;3500808
Altair;Estadual;0,98;0,98;1,00;4,93;4,19;4,80;4,9;4,1;4,8;4,8;5,0;5,3;5,6;6º ao 9º ano;3500907
Altair;Pública;0,98;0,98;1,00;4,93;4,19;4,80;4,9;4,1;4,8;4,8;5,0;5,3;5,6;6º ao 9º ano;3500907
Altinópolis;Estadual;1,00;1,00;1,00;5,94;5,49;5,59;5,9;5,5;5,6;6,1;6,3;6,5;6,7;6º ao 9º ano;3501004
Altinópolis;Municipal;0,83;0,89;0,96;4,97;4,42;5,11;4,1;3,9;4,9;4,6;4,9;5,1;5,4;6º ao 9º ano;3501004
Altinópolis;Pública;0,89;0,95;0,98;5,36;4,93;5,36;4,8;4,7;5,3;5,9;6,1;6,3;6,5;6º ao 9º ano;3501004
Alto Alegre;Estadual;0,98;0,97;0,97;4,89;5,36;4,78;4,8;5,2;4,6;5,4;5,7;5,9;6,2;6º ao 9º ano;3501103
Alto Alegre;Pública;0,98;0,97;0,97;4,89;5,36;4,78;4,8;5,2;4,6;5,4;5,7;5,9;6,2;6º ao 9º ano;3501103
Alumínio;Municipal;0,80;0,90;0,94;4,92;5,65;5,57;3,9;5,1;5,2;5,1;5,3;5,6;5,8;6º ao 9º ano;3501152
Alumínio;Pública;0,80;0,90;0,94;4,92;5,65;5,57;3,9;5,1;5,2;5,1;5,3;5,6;5,8;6º ao 9º ano;3501152
Álvares Florence;Estadual;1,00;1,00;1,00;5,18;5,27;5,87;5,2;5,3;5,9;5,4;5,7;5,9;6,1;6º ao 9º ano;3501202
Álvares Florence;Municipal;0,91;1,00;;4,78;;;4,3;;;;4,6;4,8;5,1;6º ao 9º ano;3501202
Álvares Florence;Pública;0,96;1,00;0,99;4,97;5,27;5,87;4,7;5,3;5,8;5,4;5,7;5,9;6,1;6º ao 9º ano;3501202
Álvares Machado;Estadual;;;;;;;;;;4,8;5,0;5,3;5,5;6º ao 9º ano;3501301
Álvares Machado;Municipal;0,91;0,89;0,90;4,65;5,04;5,54;4,2;4,5;5,0;4,6;4,9;5,1;5,4;6º ao 9º ano;3501301
Álvares Machado;Pública;0,91;0,89;0,90;4,65;5,04;5,54;4,2;4,5;5,0;4,7;4,9;5,2;5,4;6º ao 9º ano;3501301
Álvaro de Carvalho;Estadual;0,97;0,96;0,97;3,93;4,57;5,02;3,8;4,4;4,9;5,1;5,3;5,6;5,8;6º ao 9º ano;3501400
Álvaro de Carvalho;Pública;0,97;0,96;0,97;3,93;4,57;5,02;3,8;4,4;4,9;5,1;5,3;5,6;5,8;6º ao 9º ano;3501400
Alvinlândia;Estadual;0,90;0,92;0,99;4,86;5,02;5,19;4,4;4,6;5,2;4,8;5,0;5,3;5,5;6º ao 9º ano;3501509
Alvinlândia;Pública;0,90;0,92;0,99;4,86;5,02;5,19;4,4;4,6;5,2;4,8;5,0;5,3;5,5;6º ao 9º ano;3501509
Americana;Estadual;0,93;0,94;0,97;5,47;5,46;5,65;5,1;5,1;5,5;5,7;5,9;6,1;6,3;6º ao 9º ano;3501608
Americana;Municipal;0,97;0,96;0,98;5,86;6,04;6,02;5,7;5,8;5,9;5,9;6,1;6,3;6,5;6º ao 9º ano;3501608
Americana;Pública;0,94;0,94;0,97;5,55;5,61;5,74;5,2;5,3;5,6;5,7;5,9;6,2;6,4;6º ao 9º ano;3501608
Américo Brasiliense;Estadual;0,93;0,94;0,96;4,91;5,07;5,13;4,6;4,8;4,9;5,6;5,8;6,1;6,3;6º ao 9º ano;3501707
Américo Brasiliense;Municipal;0,99;0,95;0,99;5,22;5,01;5,40;5,2;4,8;5,3;5,8;6,0;6,2;6,4;6º ao 9º ano;3501707
Américo Brasiliense;Pública;0,96;0,95;0,98;5,05;5,04;5,27;4,9;4,8;5,2;5,7;5,9;6,1;6,3;6º ao 9º ano;3501707
Américo de Campos;Estadual;0,98;0,95;0,99;4,10;4,18;4,75;4,0;4,0;4,7;6,0;6,2;6,5;6,7;6º ao 9º ano;3501806
Américo de Campos;Municipal;0,93;0,94;0,96;6,15;6,37;6,22;5,7;6,0;6,0;6,4;6,6;6,8;7,0;6º ao 9º ano;3501806
Américo de Campos;Pública;0,95;0,94;0,97;5,28;5,69;5,78;5,0;5,4;5,6;6,0;6,2;6,5;6,7;6º ao 9º ano;3501806
